Crime_ID,Crime_Type,Location,Date,Time,Status,Victim_Age,Victim_Gender,Suspect_Age,Suspect_Gender,Year,Month
CR01014,Rape,Chandni Chowk,2020-01-23,16:11,Resolved,37,Male,56,Male,2020,1
CR07049,Rape,Chandni Chowk,2022-06-25,20:28,Reported,17,Other,42,Male,2022,6
CR01993,Cybercrime,Hauz Khas,2020-12-14,02:01,Unresolved,17,Other,34,Other,2020,12
CR09526,Cybercrime,Hauz Khas,2020-11-18,06:46,Unresolved,31,Other,38,Female,2020,11
CR03757,Theft,Hauz Khas,2023-11-19,16:11,Closed,34,Male,52,Male,2023,11
CR02366,Murder,Chandni Chowk,2021-02-06,13:28,Reported,20,Other,18,Other,2021,2
CR05283,Fraud,Lajpat Nagar,2022-09-19,11:14,Resolved,54,Other,17,Male,2022,9
CR04370,Theft,Punjabi Bagh,2023-11-30,01:37,Under Investigation,57,Male,51,Male,2023,11
CR07884,Rape,Saket,2020-12-08,14:50,Under Investigation,63,Male,44,Male,2020,12
CR08022,Cybercrime,Vasant Kunj,2021-07-02,01:49,Resolved,70,Other,17,Male,2021,7
CR01361,Burglary,Dwarka,2023-06-13,18:04,Resolved,52,Other,71,Male,2023,6
CR06855,Murder,Chandni Chowk,2021-11-29,11:50,Under Investigation,43,Other,63,Female,2021,11
CR01526,Domestic Violence,Connaught Place,2021-09-11,14:54,Resolved,73,Other,30,Female,2021,9
CR01327,Domestic Violence,Karol Bagh,2023-12-25,02:45,Reported,68,Female,68,Female,2023,12
CR06967,Fraud,Dwarka,2021-03-22,11:02,Closed,73,Other,43,Male,2021,3
CR01776,Fraud,Rohini,2022-12-10,04:24,Resolved,42,Female,54,Other,2022,12
CR01551,Domestic Violence,Vasant Kunj,2021-11-27,07:12,Under Investigation,65,Female,25,Male,2021,11
CR08075,Assault,Dwarka,2020-09-23,20:49,Reported,65,Female,63,Male,2020,9
CR09989,Robbery,Dwarka,2023-12-29,18:27,Resolved,18,Other,50,Male,2023,12
CR01337,Theft,Dwarka,2020-01-21,00:49,Unresolved,40,Male,68,Other,2020,1
CR03901,Burglary,Chandni Chowk,2022-08-27,22:15,Reported,26,Male,33,Other,2022,8
CR03010,Fraud,Punjabi Bagh,2021-09-16,01:32,Unresolved,39,Other,31,Female,2021,9
CR05041,Kidnapping,Dwarka,2022-11-06,22:27,Closed,48,Female,62,Other,2022,11
CR09417,Assault,Dwarka,2023-08-22,19:22,Resolved,74,Male,54,Female,2023,8
CR02250,Domestic Violence,Saket,2020-05-13,03:59,Under Investigation,69,Female,66,Female,2020,5
CR07839,Murder,Chandni Chowk,2022-05-28,17:08,Reported,59,Female,20,Male,2022,5
CR08124,Assault,Rohini,2020-12-09,01:02,Reported,25,Other,71,Male,2020,12
CR05039,Fraud,Karol Bagh,2021-02-09,19:03,Unresolved,42,Male,42,Other,2021,2
CR02346,Cybercrime,Rohini,2023-06-11,09:55,Under Investigation,50,Male,54,Female,2023,6
CR09897,Burglary,Vasant Kunj,2022-07-09,07:20,Unresolved,63,Other,58,Female,2022,7
CR05485,Rape,Chandni Chowk,2022-12-22,08:11,Under Investigation,59,Female,22,Other,2022,12
CR09462,Kidnapping,Dwarka,2023-04-29,21:20,Reported,40,Female,41,Female,2023,4
CR02784,Robbery,Vasant Kunj,2022-03-03,05:25,Closed,56,Other,50,Other,2022,3
CR05694,Cybercrime,Vasant Kunj,2022-09-02,02:47,Resolved,73,Other,74,Male,2022,9
CR05119,Cybercrime,Rohini,2020-02-25,22:36,Unresolved,62,Male,63,Female,2020,2
CR05166,Fraud,Saket,2022-08-25,19:28,Unresolved,44,Other,44,Male,2022,8
CR05555,Burglary,Dwarka,2021-09-06,18:22,Under Investigation,17,Male,74,Other,2021,9
CR05599,Cybercrime,Punjabi Bagh,2022-03-28,03:50,Closed,52,Male,34,Other,2022,3
CR07655,Assault,Saket,2021-07-13,23:15,Under Investigation,44,Male,35,Male,2021,7
CR00150,Burglary,Connaught Place,2022-09-07,03:39,Under Investigation,35,Other,68,Female,2022,9
CR02804,Cybercrime,Saket,2022-07-31,05:25,Reported,26,Male,25,Male,2022,7
CR06733,Assault,Rohini,2021-02-18,05:59,Under Investigation,74,Other,17,Female,2021,2
CR02086,Theft,Lajpat Nagar,2022-12-30,20:54,Reported,37,Male,66,Male,2022,12
CR03751,Robbery,Rohini,2021-07-14,12:09,Resolved,47,Female,66,Male,2021,7
CR05612,Cybercrime,Saket,2023-12-02,03:46,Under Investigation,48,Male,63,Male,2023,12
CR02259,Rape,Lajpat Nagar,2020-06-27,04:00,Resolved,25,Other,16,Other,2020,6
CR04017,Assault,Lajpat Nagar,2022-09-08,18:40,Under Investigation,64,Female,39,Female,2022,9
CR08142,Burglary,Lajpat Nagar,2023-05-06,11:17,Reported,39,Male,35,Female,2023,5
CR06942,Fraud,Karol Bagh,2021-09-28,04:41,Under Investigation,22,Male,24,Female,2021,9
CR02424,Domestic Violence,Vasant Kunj,2021-06-25,20:52,Reported,52,Female,56,Female,2021,6
CR04138,Theft,Saket,2021-10-02,22:19,Under Investigation,31,Male,39,Male,2021,10
CR03856,Cybercrime,Hauz Khas,2020-04-28,14:58,Under Investigation,40,Female,39,Male,2020,4
CR00859,Cybercrime,Vasant Kunj,2022-08-13,01:58,Reported,43,Male,48,Male,2022,8
CR05367,Kidnapping,Saket,2020-06-08,07:31,Reported,26,Male,22,Male,2020,6
CR02962,Theft,Lajpat Nagar,2020-12-25,03:34,Unresolved,72,Other,59,Female,2020,12
CR08765,Assault,Hauz Khas,2023-03-06,03:11,Resolved,51,Male,22,Other,2023,3
CR08283,Assault,Punjabi Bagh,2023-10-17,09:33,Unresolved,66,Other,19,Male,2023,10
CR09129,Domestic Violence,Karol Bagh,2023-07-04,03:23,Under Investigation,54,Male,30,Female,2023,7
CR04739,Murder,Rohini,2020-11-22,16:44,Closed,59,Male,63,Male,2020,11
CR09162,Assault,Hauz Khas,2020-06-20,04:06,Closed,51,Male,68,Male,2020,6
CR04462,Kidnapping,Vasant Kunj,2022-01-26,03:59,Unresolved,72,Other,34,Other,2022,1
CR05528,Assault,Lajpat Nagar,2022-06-21,14:58,Under Investigation,60,Other,72,Male,2022,6
CR01364,Robbery,Rohini,2020-04-25,21:09,Closed,29,Male,40,Male,2020,4
CR01779,Theft,Karol Bagh,2022-07-10,12:57,Reported,43,Other,64,Other,2022,7
CR06729,Robbery,Lajpat Nagar,2023-06-30,09:38,Unresolved,26,Other,24,Other,2023,6
CR04785,Theft,Hauz Khas,2023-10-14,16:27,Unresolved,71,Male,30,Other,2023,10
CR07257,Assault,Punjabi Bagh,2023-07-20,18:47,Reported,67,Other,26,Other,2023,7
CR01818,Assault,Connaught Place,2023-08-11,20:47,Resolved,19,Female,54,Female,2023,8
CR00369,Kidnapping,Lajpat Nagar,2022-10-08,13:46,Closed,53,Female,47,Female,2022,10
CR04937,Cybercrime,Saket,2021-01-23,17:30,Resolved,58,Female,59,Female,2021,1
CR02704,Theft,Hauz Khas,2020-01-07,11:56,Reported,64,Male,27,Female,2020,1
CR05285,Fraud,Connaught Place,2020-06-15,08:01,Closed,50,Female,17,Other,2020,6
CR00175,Theft,Punjabi Bagh,2021-10-12,17:07,Closed,15,Female,62,Female,2021,10
CR06405,Domestic Violence,Dwarka,2020-11-20,23:36,Under Investigation,35,Female,18,Other,2020,11
CR08371,Rape,Dwarka,2020-04-03,01:02,Reported,62,Other,53,Other,2020,4
CR02093,Cybercrime,Dwarka,2022-07-04,20:16,Closed,73,Male,35,Male,2022,7
CR09058,Kidnapping,Rohini,2022-01-02,01:30,Reported,51,Female,59,Female,2022,1
CR03491,Theft,Rohini,2023-02-15,15:24,Reported,57,Female,26,Female,2023,2
CR01920,Robbery,Karol Bagh,2022-12-21,19:56,Reported,27,Other,15,Other,2022,12
CR00082,Rape,Rohini,2023-01-29,00:30,Resolved,56,Female,32,Male,2023,1
CR00816,Rape,Chandni Chowk,2020-09-02,01:55,Resolved,27,Male,16,Other,2020,9
CR09171,Burglary,Saket,2023-11-21,00:23,Under Investigation,59,Other,66,Male,2023,11
CR01091,Murder,Hauz Khas,2020-04-07,05:12,Closed,38,Male,32,Male,2020,4
CR04396,Robbery,Vasant Kunj,2022-03-14,20:00,Reported,40,Male,43,Other,2022,3
CR07755,Cybercrime,Dwarka,2021-01-03,14:02,Unresolved,70,Male,33,Male,2021,1
CR05568,Fraud,Karol Bagh,2022-02-06,05:21,Reported,19,Male,49,Male,2022,2
CR00283,Burglary,Chandni Chowk,2021-07-29,22:21,Resolved,29,Other,15,Other,2021,7
CR06124,Cybercrime,Connaught Place,2021-04-13,22:29,Resolved,55,Male,39,Other,2021,4
CR04120,Theft,Dwarka,2023-05-23,06:41,Under Investigation,33,Female,20,Other,2023,5
CR08518,Assault,Rohini,2022-09-21,15:53,Closed,18,Female,40,Female,2022,9
CR00609,Rape,Vasant Kunj,2023-11-21,10:55,Closed,33,Other,17,Female,2023,11
CR02915,Fraud,Chandni Chowk,2021-05-10,08:28,Resolved,27,Female,46,Female,2021,5
CR01813,Kidnapping,Chandni Chowk,2022-11-19,20:24,Resolved,66,Male,41,Male,2022,11
CR01271,Murder,Hauz Khas,2021-02-18,14:33,Reported,73,Other,26,Other,2021,2
CR06786,Robbery,Karol Bagh,2023-05-29,06:52,Unresolved,61,Male,49,Female,2023,5
CR08733,Robbery,Rohini,2023-12-25,19:25,Resolved,65,Other,24,Male,2023,12
CR02994,Domestic Violence,Hauz Khas,2022-02-22,10:36,Resolved,45,Male,68,Male,2022,2
CR08137,Rape,Rohini,2022-09-01,17:27,Reported,70,Male,20,Male,2022,9
CR07682,Domestic Violence,Rohini,2020-11-25,15:28,Unresolved,17,Male,69,Female,2020,11
CR06409,Cybercrime,Connaught Place,2020-09-28,21:21,Resolved,67,Other,58,Male,2020,9
CR06104,Assault,Punjabi Bagh,2023-03-08,14:44,Closed,72,Female,49,Female,2023,3
CR08857,Cybercrime,Saket,2021-12-15,05:10,Closed,42,Male,66,Male,2021,12
CR02642,Burglary,Dwarka,2020-12-02,02:48,Unresolved,66,Female,38,Male,2020,12
CR07516,Burglary,Karol Bagh,2020-05-04,15:17,Resolved,25,Other,36,Other,2020,5
CR04508,Rape,Chandni Chowk,2022-02-17,18:26,Unresolved,37,Female,34,Female,2022,2
CR02305,Theft,Saket,2022-02-23,08:36,Unresolved,63,Female,34,Male,2022,2
CR07460,Fraud,Karol Bagh,2020-07-24,16:36,Unresolved,34,Other,68,Female,2020,7
CR07174,Theft,Chandni Chowk,2023-06-04,11:03,Resolved,20,Female,25,Other,2023,6
CR04195,Cybercrime,Rohini,2022-09-29,20:49,Reported,19,Male,60,Other,2022,9
CR05562,Murder,Saket,2020-03-06,18:31,Under Investigation,48,Female,20,Male,2020,3
CR04840,Theft,Connaught Place,2023-12-29,21:15,Closed,52,Male,29,Other,2023,12
CR04655,Theft,Dwarka,2021-02-02,19:58,Closed,73,Male,17,Other,2021,2
CR08713,Cybercrime,Rohini,2022-09-19,08:26,Reported,37,Male,70,Other,2022,9
CR04168,Burglary,Hauz Khas,2022-01-24,23:18,Closed,41,Other,69,Male,2022,1
CR03849,Domestic Violence,Vasant Kunj,2021-01-31,09:26,Resolved,55,Other,17,Female,2021,1
CR05083,Domestic Violence,Dwarka,2020-05-15,21:40,Unresolved,36,Other,68,Other,2020,5
CR08951,Assault,Saket,2021-05-11,11:25,Reported,39,Other,53,Other,2021,5
CR05253,Robbery,Saket,2022-06-12,11:28,Resolved,21,Male,48,Female,2022,6
CR06801,Domestic Violence,Dwarka,2023-12-30,06:44,Closed,41,Male,42,Female,2023,12
CR05533,Kidnapping,Saket,2021-07-31,12:25,Under Investigation,61,Female,18,Female,2021,7
CR02414,Burglary,Dwarka,2022-09-11,12:22,Under Investigation,61,Male,23,Male,2022,9
CR03554,Murder,Hauz Khas,2020-02-19,12:38,Resolved,55,Other,30,Male,2020,2
CR04691,Domestic Violence,Saket,2022-06-17,21:28,Closed,21,Male,52,Other,2022,6
CR04498,Murder,Vasant Kunj,2020-06-09,17:04,Under Investigation,61,Male,45,Other,2020,6
CR02195,Murder,Saket,2022-10-06,09:12,Resolved,70,Other,45,Female,2022,10
CR05045,Robbery,Connaught Place,2023-10-10,08:20,Resolved,37,Male,48,Other,2023,10
CR02600,Murder,Saket,2020-09-07,18:51,Resolved,49,Other,68,Other,2020,9
CR06163,Cybercrime,Dwarka,2022-05-01,03:52,Under Investigation,62,Other,39,Male,2022,5
CR06373,Domestic Violence,Saket,2020-06-27,13:57,Resolved,38,Other,44,Male,2020,6
CR01518,Burglary,Dwarka,2022-06-03,06:25,Reported,66,Other,17,Female,2022,6
CR04764,Murder,Saket,2021-05-08,05:24,Under Investigation,17,Female,49,Female,2021,5
CR04314,Fraud,Rohini,2020-12-12,07:57,Resolved,38,Female,55,Other,2020,12
CR03366,Robbery,Saket,2020-07-22,11:34,Reported,42,Female,69,Other,2020,7
CR06058,Fraud,Lajpat Nagar,2023-09-15,10:04,Unresolved,43,Other,22,Other,2023,9
CR09831,Robbery,Karol Bagh,2021-09-28,13:53,Under Investigation,32,Male,72,Other,2021,9
CR09717,Burglary,Karol Bagh,2021-12-07,01:08,Resolved,35,Female,51,Female,2021,12
CR06309,Rape,Chandni Chowk,2022-01-18,08:30,Under Investigation,18,Other,21,Male,2022,1
CR02633,Robbery,Vasant Kunj,2023-10-19,21:47,Resolved,58,Male,49,Male,2023,10
CR08119,Theft,Chandni Chowk,2021-01-15,02:17,Closed,29,Other,29,Female,2021,1
CR05633,Burglary,Saket,2022-06-12,17:19,Closed,62,Other,42,Other,2022,6
CR08739,Rape,Connaught Place,2022-04-14,21:59,Reported,41,Female,67,Female,2022,4
CR05922,Assault,Punjabi Bagh,2021-04-25,15:40,Reported,15,Male,53,Other,2021,4
CR09921,Theft,Vasant Kunj,2022-09-06,15:20,Unresolved,64,Male,64,Male,2022,9
CR09379,Domestic Violence,Vasant Kunj,2023-04-12,17:40,Under Investigation,44,Other,53,Female,2023,4
CR02434,Robbery,Lajpat Nagar,2021-12-22,03:21,Under Investigation,54,Female,49,Female,2021,12
CR08825,Burglary,Connaught Place,2023-09-11,19:57,Resolved,26,Other,49,Other,2023,9
CR07746,Burglary,Dwarka,2022-10-17,16:19,Closed,60,Male,35,Other,2022,10
CR07969,Domestic Violence,Karol Bagh,2023-03-26,02:35,Resolved,44,Female,22,Other,2023,3
CR07579,Domestic Violence,Dwarka,2020-03-14,21:31,Resolved,53,Other,56,Other,2020,3
CR06064,Murder,Vasant Kunj,2020-01-11,19:35,Reported,73,Female,69,Male,2020,1
CR04520,Cybercrime,Lajpat Nagar,2020-08-27,15:25,Resolved,30,Male,47,Other,2020,8
CR05587,Assault,Rohini,2020-01-14,16:52,Reported,42,Female,50,Female,2020,1
CR03545,Rape,Saket,2022-08-23,14:54,Resolved,55,Male,66,Female,2022,8
CR06001,Cybercrime,Rohini,2023-12-19,11:55,Unresolved,57,Female,34,Female,2023,12
CR07886,Cybercrime,Dwarka,2023-12-31,22:39,Closed,54,Male,51,Male,2023,12
CR09396,Burglary,Karol Bagh,2021-08-01,13:55,Reported,40,Male,29,Other,2021,8
CR05531,Burglary,Connaught Place,2020-06-17,21:57,Resolved,54,Male,42,Male,2020,6
CR05444,Fraud,Karol Bagh,2020-03-23,09:41,Under Investigation,46,Other,74,Female,2020,3
CR00517,Fraud,Lajpat Nagar,2023-05-23,19:26,Resolved,61,Male,73,Female,2023,5
CR09927,Rape,Lajpat Nagar,2022-03-12,06:54,Reported,51,Female,73,Female,2022,3
CR06160,Domestic Violence,Hauz Khas,2021-06-26,11:46,Reported,21,Other,35,Male,2021,6
CR07864,Burglary,Vasant Kunj,2020-12-22,11:13,Resolved,55,Male,61,Other,2020,12
CR09686,Murder,Lajpat Nagar,2021-06-11,13:03,Resolved,30,Other,23,Male,2021,6
CR09308,Fraud,Chandni Chowk,2020-03-28,03:20,Under Investigation,61,Male,26,Male,2020,3
CR08927,Burglary,Karol Bagh,2023-11-18,04:36,Reported,67,Male,46,Male,2023,11
CR01415,Assault,Lajpat Nagar,2022-11-21,15:06,Resolved,33,Other,68,Female,2022,11
CR04664,Burglary,Rohini,2021-08-28,10:56,Closed,38,Male,43,Female,2021,8
CR04456,Murder,Vasant Kunj,2020-04-24,01:33,Under Investigation,56,Male,41,Male,2020,4
CR02761,Robbery,Vasant Kunj,2023-04-20,19:08,Reported,29,Other,56,Other,2023,4
CR06481,Theft,Vasant Kunj,2020-01-21,18:09,Under Investigation,53,Male,43,Other,2020,1
CR05911,Robbery,Hauz Khas,2021-07-28,13:39,Unresolved,22,Female,46,Female,2021,7
CR06547,Domestic Violence,Vasant Kunj,2022-05-13,02:22,Unresolved,71,Male,51,Male,2022,5
CR04855,Murder,Hauz Khas,2023-05-04,19:26,Under Investigation,62,Other,69,Male,2023,5
CR09453,Cybercrime,Lajpat Nagar,2020-04-20,21:41,Resolved,67,Female,33,Other,2020,4
CR00127,Fraud,Punjabi Bagh,2020-08-07,00:00,Resolved,32,Female,31,Other,2020,8
CR03474,Cybercrime,Rohini,2020-06-03,03:25,Resolved,29,Female,54,Female,2020,6
CR06358,Fraud,Rohini,2021-10-02,09:17,Under Investigation,25,Male,24,Male,2021,10
CR08620,Burglary,Lajpat Nagar,2023-12-02,18:39,Reported,64,Other,71,Male,2023,12
CR04310,Kidnapping,Chandni Chowk,2021-09-28,21:17,Resolved,35,Female,35,Male,2021,9
CR02438,Kidnapping,Karol Bagh,2022-06-02,23:32,Closed,20,Female,59,Other,2022,6
CR03765,Burglary,Saket,2020-06-24,07:10,Resolved,60,Male,67,Male,2020,6
CR07876,Murder,Punjabi Bagh,2020-05-22,16:37,Resolved,40,Other,37,Other,2020,5
CR06756,Murder,Vasant Kunj,2022-06-14,03:12,Unresolved,63,Other,38,Male,2022,6
CR06432,Domestic Violence,Connaught Place,2023-09-24,16:54,Resolved,44,Other,50,Male,2023,9
CR06697,Assault,Punjabi Bagh,2020-09-24,17:53,Unresolved,69,Female,28,Female,2020,9
CR07118,Rape,Connaught Place,2022-05-28,19:54,Reported,41,Other,21,Female,2022,5
CR02408,Cybercrime,Rohini,2021-12-19,01:46,Reported,29,Female,53,Female,2021,12
CR01473,Domestic Violence,Vasant Kunj,2020-11-03,06:49,Under Investigation,35,Female,33,Female,2020,11
CR06340,Murder,Connaught Place,2020-09-05,11:15,Under Investigation,33,Female,46,Female,2020,9
CR04821,Theft,Hauz Khas,2020-06-10,20:23,Unresolved,16,Female,47,Male,2020,6
CR07919,Cybercrime,Vasant Kunj,2021-07-15,08:04,Under Investigation,43,Female,36,Female,2021,7
CR03560,Domestic Violence,Hauz Khas,2023-01-20,03:08,Resolved,42,Female,43,Other,2023,1
CR03951,Theft,Vasant Kunj,2020-01-29,01:20,Closed,51,Other,56,Female,2020,1
CR00049,Rape,Hauz Khas,2020-10-19,09:21,Resolved,44,Other,35,Other,2020,10
CR05437,Kidnapping,Punjabi Bagh,2022-10-15,15:47,Unresolved,33,Other,22,Female,2022,10
CR07060,Domestic Violence,Dwarka,2022-05-27,07:55,Closed,45,Other,24,Female,2022,5
CR00887,Domestic Violence,Vasant Kunj,2023-04-14,22:02,Unresolved,68,Other,70,Other,2023,4
CR06261,Kidnapping,Chandni Chowk,2023-03-20,07:32,Resolved,71,Other,53,Female,2023,3
CR06043,Domestic Violence,Chandni Chowk,2022-05-20,19:09,Closed,60,Other,61,Female,2022,5
CR02616,Rape,Lajpat Nagar,2022-10-01,19:12,Unresolved,56,Male,22,Other,2022,10
CR00516,Fraud,Vasant Kunj,2021-07-22,00:12,Resolved,34,Female,21,Male,2021,7
CR03168,Theft,Connaught Place,2021-11-28,16:57,Closed,47,Other,34,Female,2021,11
CR02949,Theft,Karol Bagh,2021-01-18,23:40,Closed,40,Other,59,Other,2021,1
CR01424,Robbery,Punjabi Bagh,2022-02-02,12:48,Under Investigation,46,Male,16,Male,2022,2
CR00139,Robbery,Punjabi Bagh,2021-06-06,11:26,Unresolved,37,Other,73,Female,2021,6
CR01924,Robbery,Chandni Chowk,2021-09-11,04:39,Under Investigation,38,Female,29,Other,2021,9
CR02378,Domestic Violence,Saket,2021-10-03,14:00,Unresolved,66,Female,62,Female,2021,10
CR03197,Theft,Vasant Kunj,2022-12-09,01:01,Resolved,43,Female,53,Other,2022,12
CR05131,Theft,Karol Bagh,2023-03-29,05:26,Unresolved,40,Male,71,Other,2023,3
CR00112,Fraud,Chandni Chowk,2023-12-02,07:21,Under Investigation,54,Male,16,Male,2023,12
CR04559,Theft,Chandni Chowk,2023-09-27,03:20,Under Investigation,57,Other,44,Female,2023,9
CR04595,Cybercrime,Saket,2020-06-03,18:01,Resolved,22,Female,43,Male,2020,6
CR05329,Theft,Hauz Khas,2020-04-09,10:40,Closed,57,Male,23,Male,2020,4
CR03250,Theft,Saket,2021-11-29,08:04,Closed,50,Male,48,Female,2021,11
CR04690,Cybercrime,Karol Bagh,2021-01-02,08:28,Reported,40,Male,73,Male,2021,1
CR08327,Murder,Connaught Place,2023-01-08,07:16,Reported,73,Other,22,Other,2023,1
CR03697,Fraud,Karol Bagh,2020-02-10,17:14,Resolved,71,Other,20,Male,2020,2
CR04546,Robbery,Lajpat Nagar,2020-03-18,02:51,Unresolved,32,Other,71,Male,2020,3
CR07808,Assault,Chandni Chowk,2020-01-01,01:23,Under Investigation,52,Female,56,Male,2020,1
CR03277,Robbery,Connaught Place,2022-02-26,23:22,Reported,48,Male,62,Female,2022,2
CR07199,Assault,Rohini,2021-02-19,06:24,Resolved,29,Male,52,Female,2021,2
CR07558,Burglary,Vasant Kunj,2020-12-20,16:42,Under Investigation,27,Male,24,Female,2020,12
CR04068,Kidnapping,Hauz Khas,2021-06-22,13:56,Resolved,47,Female,49,Other,2021,6
CR04408,Domestic Violence,Saket,2022-09-03,01:59,Unresolved,72,Female,31,Female,2022,9
CR07678,Cybercrime,Dwarka,2023-10-19,08:44,Resolved,43,Male,19,Female,2023,10
CR09301,Burglary,Vasant Kunj,2022-08-09,21:17,Unresolved,29,Other,20,Male,2022,8
CR08315,Murder,Saket,2023-06-04,12:28,Under Investigation,31,Female,30,Female,2023,6
CR03222,Burglary,Saket,2022-12-07,20:37,Resolved,48,Other,51,Other,2022,12
CR08756,Rape,Chandni Chowk,2021-09-05,00:59,Under Investigation,64,Female,19,Female,2021,9
CR00451,Burglary,Rohini,2023-04-30,14:41,Closed,73,Female,40,Female,2023,4
CR03731,Robbery,Chandni Chowk,2021-10-12,23:17,Under Investigation,61,Female,50,Female,2021,10
CR09551,Assault,Karol Bagh,2020-10-06,13:36,Under Investigation,43,Male,42,Other,2020,10
CR04986,Fraud,Chandni Chowk,2021-09-08,10:47,Unresolved,29,Male,35,Other,2021,9
CR03663,Theft,Rohini,2022-04-02,01:00,Resolved,51,Male,19,Other,2022,4
CR02763,Cybercrime,Karol Bagh,2022-10-10,08:12,Unresolved,49,Male,48,Other,2022,10
CR00658,Theft,Connaught Place,2022-10-05,09:18,Closed,29,Other,26,Male,2022,10
CR05602,Rape,Connaught Place,2020-02-05,10:46,Closed,65,Female,66,Other,2020,2
CR01855,Murder,Vasant Kunj,2022-03-20,16:56,Under Investigation,43,Female,15,Male,2022,3
CR04620,Rape,Hauz Khas,2023-07-13,00:41,Unresolved,23,Female,33,Female,2023,7
CR00999,Cybercrime,Saket,2020-02-03,15:01,Under Investigation,69,Other,38,Male,2020,2
CR00389,Kidnapping,Lajpat Nagar,2022-01-07,15:30,Reported,56,Other,71,Male,2022,1
CR03407,Robbery,Connaught Place,2020-03-03,15:32,Under Investigation,22,Female,25,Male,2020,3
CR06426,Cybercrime,Punjabi Bagh,2021-06-04,17:42,Reported,19,Female,17,Female,2021,6
CR01476,Kidnapping,Connaught Place,2020-11-29,01:19,Reported,71,Male,74,Female,2020,11
CR02240,Domestic Violence,Saket,2023-03-02,13:57,Closed,17,Male,74,Male,2023,3
CR02386,Rape,Rohini,2023-12-05,15:56,Resolved,55,Male,74,Other,2023,12
CR09748,Kidnapping,Punjabi Bagh,2023-08-27,07:04,Unresolved,71,Female,38,Female,2023,8
CR00992,Murder,Chandni Chowk,2020-06-19,21:52,Closed,65,Male,31,Other,2020,6
CR04997,Fraud,Karol Bagh,2023-12-30,11:47,Reported,66,Female,29,Other,2023,12
CR03922,Theft,Rohini,2020-02-21,10:28,Reported,20,Male,35,Other,2020,2
CR02972,Burglary,Connaught Place,2020-01-10,06:13,Unresolved,36,Male,59,Male,2020,1
CR03386,Theft,Karol Bagh,2022-09-29,09:31,Resolved,59,Female,39,Female,2022,9
CR09567,Cybercrime,Lajpat Nagar,2022-09-16,00:24,Closed,22,Female,24,Male,2022,9
CR09910,Murder,Saket,2021-02-09,18:50,Reported,55,Male,24,Female,2021,2
CR09779,Burglary,Punjabi Bagh,2023-02-03,00:38,Unresolved,66,Other,37,Female,2023,2
CR04769,Rape,Lajpat Nagar,2023-08-30,10:38,Resolved,25,Male,18,Other,2023,8
CR01293,Cybercrime,Chandni Chowk,2020-05-22,09:27,Unresolved,45,Other,52,Other,2020,5
CR01824,Assault,Saket,2023-12-16,05:22,Under Investigation,38,Male,50,Male,2023,12
CR02873,Kidnapping,Hauz Khas,2021-10-26,07:12,Closed,51,Female,54,Female,2021,10
CR04173,Cybercrime,Dwarka,2021-10-09,14:25,Under Investigation,72,Female,22,Other,2021,10
CR02535,Murder,Lajpat Nagar,2020-06-29,12:47,Reported,70,Other,21,Male,2020,6
CR09741,Murder,Punjabi Bagh,2020-05-06,18:53,Reported,48,Female,19,Male,2020,5
CR01907,Robbery,Punjabi Bagh,2023-12-13,22:37,Unresolved,37,Other,30,Other,2023,12
CR00042,Domestic Violence,Vasant Kunj,2022-06-20,07:15,Closed,26,Male,24,Male,2022,6
CR03626,Burglary,Dwarka,2022-12-27,03:28,Under Investigation,41,Female,48,Other,2022,12
CR00368,Fraud,Hauz Khas,2022-11-24,03:50,Unresolved,19,Male,59,Female,2022,11
CR06033,Assault,Rohini,2023-04-30,11:52,Closed,67,Female,38,Male,2023,4
CR01151,Domestic Violence,Lajpat Nagar,2021-02-28,02:05,Closed,55,Other,68,Female,2021,2
CR01567,Burglary,Hauz Khas,2023-03-02,02:08,Resolved,62,Other,42,Female,2023,3
CR07286,Domestic Violence,Saket,2021-09-15,12:50,Closed,74,Female,33,Female,2021,9
CR06773,Burglary,Karol Bagh,2021-09-29,12:05,Resolved,39,Male,64,Female,2021,9
CR07465,Kidnapping,Karol Bagh,2020-04-24,03:42,Resolved,61,Female,30,Male,2020,4
CR08396,Rape,Lajpat Nagar,2021-11-20,18:45,Resolved,59,Female,45,Male,2021,11
CR04160,Burglary,Rohini,2021-11-09,04:21,Resolved,33,Male,38,Female,2021,11
CR04287,Assault,Dwarka,2022-11-18,18:49,Under Investigation,54,Male,35,Male,2022,11
CR02230,Assault,Saket,2020-07-26,10:45,Unresolved,36,Male,74,Female,2020,7
CR09343,Kidnapping,Hauz Khas,2022-07-27,21:05,Under Investigation,25,Other,47,Male,2022,7
CR00174,Rape,Hauz Khas,2022-02-08,09:06,Unresolved,36,Male,54,Male,2022,2
CR01903,Kidnapping,Hauz Khas,2020-10-24,16:14,Closed,23,Other,17,Other,2020,10
CR01099,Kidnapping,Punjabi Bagh,2020-02-24,03:18,Reported,73,Male,31,Male,2020,2
CR08693,Murder,Hauz Khas,2021-05-12,00:34,Closed,16,Other,65,Male,2021,5
CR03408,Rape,Lajpat Nagar,2022-11-02,23:12,Resolved,57,Other,47,Female,2022,11
CR01538,Murder,Saket,2023-06-11,11:37,Resolved,74,Other,64,Male,2023,6
CR02292,Fraud,Dwarka,2023-05-08,11:51,Resolved,62,Other,41,Other,2023,5
